;id;name;area
15306;921671;Современные технологии торговли;1002
15307;3510345;Меньшенин Максим Викторович;112
15308;2789454;DO.BRO coffee;12
15309;3674193;Финконсалт;1
15310;2461777;ЭВОТЕК ЦЕНТРАЛЬНАЯ АЗИЯ (Evotech CA);160
15311;2920534;Межрайонная инспекция Федеральной налоговой службы №2 по Рязанской области;77
15312;856156;ФАСАД Строй;89
15313;4591709;ИК Масловский;26
15314;823393;ENAZA;1317
15315;4853857;Шаки;1
15316;4132963;Лазерные Технологии;32
15317;1118315;Производственный холдинг Здрава;49
15318;4591731;Управляющая компания Фонтаны;53
15319;2429045;Прайд;66
15320;4001909;Мурманский Социальный Коммерческий Банк;64
15321;36983;ОДК Сатурн;1814
15322;2756728;Оренбургский радиатор;70
15323;4427902;KOMETA;92
15324;921736;ГЕО Систем;98
15325;2363532;Social Links;1
15326;1806479;Вин Ай Ти;26
15327;3838098;Каффеста Системс;1002
15328;4244;OASIS, группа компаний;1
15329;69787;УрГУПС;3
15330;4165788;АКБ ФГБУЗ ЮОМЦ ФМБА России;15
15331;69789;АНИКС, Торговый Двор;11
15332;3379359;Митра;20
15333;888992;Группрайс;1
15334;757926;ОСТРОВ ЧИСТОТЫ;1006
15335;4919467;ЛИГРЕС;1
15336;3281072;Полиэкс;72
15337;69809;Космос-Нефть-Газ, ФПК;26
15338;3805363;ФГКУ УВО ВНГ России по Калужской области;1859
15339;823479;Р-Терминал;26
15340;1446072;ПСК ТатЭнергоСтрой;1641
15341;1642679;Эктострой;1
15342;5247185;ГБУК г.Москвы ММДМ;1
15343;4306;AROUND, Группа компаний;1
15344;5804242;Technology expert;159
15345;1839318;ГУ Централизованная система детских библиотек г. Минска;1002
15346;4985054;Этажи Красноярск;54
15347;5247205;Центр по обеспечению деятельности управления по образованию администрации Московского района г. Минска и подведомственных организаций;1002
15348;1446119;«Адельфо»;11
15349;4067563;НЬЮЛЭНД технолоджи;1002
15350;4657390;Либерти;1
15351;1970416;ТД Элма;2
15352;3281137;МКУ Управление информатизации и информационных ресурсов Администрации Улан-Удэ;20
15353;3674356;Центр Правильного Обслуживания;3
15354;4886777;АВТОМАГ;95
15355;1708289;IT company Умная Логистика;72
15356;5378309;Плэйнезис;4
15357;3281160;SDC FZE;2759
15358;3084558;СПТБ ЗВЕЗДОЧКА;64
15359;5738768;ГОБУЗ МИАЦ;67
15360;1708313;РУСТЕЛ ИННОВАЦИИ;1
15361;3182876;Кузминки;58
15362;1544478;Заря;60
15363;1741094;АЙТИВЕБНЕТ;49
15364;5804328;Филиал Nuctech Co.,Ltd in the AIFC;159
15365;1282345;ФГБУ ФЦССХ Минздрава России (г. Красноярск);54
15366;4886829;Маркетгрупп Технолоджи;1
15367;4399;Эстель Адони, Сеть салонов элитного белья;1
15368;3772738;Крымские Лакомства;2389
15369;2953546;STOMODOMO GROUP;2
15370;594258;Компания Олимпия;112
15371;1970517;ООО Гарант-Холдинг;44
15372;5837145;Цифровая мастерская;1
15373;856414;ЛИГА, Торговый Дом;1
15374;3150175;ФГБУ Авиаметтелеком Росгидромета;1
15375;2527596;MAYRVEDA Kislovodsk 5* MediSpa- отель;1
15376;102765;PepsiCo Kazakhstan;160
15377;561525;NodaSoft;1
15378;1085814;404 Group;2
15379;1446266;СООО БелАвтоМазСервис;1002
15380;1446269;ПэйКипер;1
15381;4482;.masterhost;1
15382;3772803;Мастер-Трейд;76
15383;5378435;Галлямов Раиль Нафисович;2034
15384;3871109;Майфин;1002
15385;2232710;BEERhouse;68
15386;3445129;Компания СОНУМ;32
15387;3379593;Альфатор;25
15388;1773967;IT Pro;19
15389;2560404;Грин Форест;1845
15390;3838369;Колесникова Анастасия;160
15391;3838374;Tredo;160
15392;2625959;ID R&D;2
15393;3215785;ГУП ВКУ;1724
15394;1446314;SPL;67
15395;2429373;МАУК Русский драматический театр Мастеровые;1641
15396;561601;СП-Плюс;54
15397;4493762;Казахстанский фонд устойчивости;40
15398;2036165;Камаз Центр;25
15399;1642953;FaceApp;2
15400;102862;Toyota Tsusho Kazakhstan Auto;160
15401;1282512;PULSER;160
15402;5411283;Red Grey;2759
15403;3576278;Ковальчук А.А;1007
15404;2200026;Оранж Процесс;1002
15405;5706202;КГУ РЕГИОНАЛЬНЫЙ ЦЕНТР ПСИХОЛОГИЧЕСКОЙ ПОДДЕРЖКИ И ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ УПРАВЛЕНИЯ ОБРАЗОВАНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ;172
15406;2724316;ГК Дубрава-Сибирь;4
15407;1151455;Фьюче;1
15408;102879;Ступинский химический завод;113
15409;1380833;МФТИ, Центр развития ИТ-образования;1
15410;4579;АУДИОТЕЛЕ;1
15411;6132200;Concierge Service QZ;159
15412;5771752;Дорохов Александр Александрович;52
15413;5837291;Меха Елизаветы;1452
15414;5935606;ЖНВ;180
15415;2953720;Placestart;25
15416;4428281;Трофимова Елена Владимировна;2
15417;594424;Ювелирная Компания EFREMOV;52
15418;3707388;ГБУЗ СО Самарская городская больница № 6;78
15419;1839614;BGS Group;104
15420;889344;Ronas IT;68
15421;4231683;КВАДРИТ;99
15422;3314182;СП LUX SHOES (ЛЮКС ШУЗ);205
15423;2855438;МАУ ТМР Центр информационно-методической и психологической поддержки;95
15424;135694;ГУП КК Центр информационных технологий;53
15425;4493838;Летто дизайн групп;1
15426;1774097;Тастай Проперти Менеджмент ( ТМ, Holiday Inn Aktau Hotel);152
15427;3215890;Интекс;95
15428;2888210;УПРАВЛЯЮЩАЯ КОМПАНИЯ ШАХУНСКОЕ МОЛОКО;66
15429;1446423;Lince;24
15430;856601;Группа Компаний АвтоСеть;56
15431;594457;Кредо-С;92
15432;6132255;ZENIT TEHNOLOGII;2759
15433;2462244;Интерьер-Центр;71
15434;3904045;Компания Современных Решений;47
15435;2429486;ТРАНСГАЗ;22
15436;594479;ПСК;1
15437;2495031;PARU GROUP;29
15438;3019323;Ростметалл;1550
15439;791100;Северная Аврора;2
15440;1806909;Группа компаний KRAVT GROUP;2
15441;3478080;Shelfmatch Robotics;2
15442;5214785;СИАТ Групп;4
15443;2757188;Три Элемента;102
15444;1151563;Добрыня-Русь;1438
15445;6099534;Bramis Partners;2759
15446;5313103;Ст-Трейд;2114
15447;201296;Санкт-Петербургское государственное бюджетное учреждение Управление инвестиций;2
15448;168528;Амбаръ;4
15449;1970770;ГБУЗ НСО Новосибирский областной клинический наркологический диспансер;4
15450;1315411;ТетраСофт;2
15451;37463;АО ИП Эфес Казахстан;160
15452;1741401;ГРАНИТ;76
15453;2363994;КГАУ Медиацентр;54
15454;2855515;Спектр-Гранд;92
15455;5739102;Бюджетное учреждение Ханты-Мансийского Автономного Округа - Югры Нижневартовская Городская Станция Скорой Медицинской Помощи;1375
15456;37476;Минимакс;2
15457;3379818;ПВМ Сервис;73
15458;3805803;Дунайс Альянс;1550
15459;823916;Птицефабрика Рефтинская;1265
15460;3215978;Компьютерный мир;1627
15461;4756087;Школа программирования Кодики;1420
15462;1708668;Valuement Russia;1
15463;4199037;Mars Solutions,LLC;2759
15464;6001279;ГКУ ИО Безопасный регион;35
15465;6132352;ИНФОРМАЦИОННЫЕ СИСТЕМЫ БИЗНЕСА;160
15466;135809;Омтекс;68
15467;4737;Razio Group;1
15468;4231810;Оптторг;35
15469;4756096;АТДТ;49
15470;3117703;Информтренд;1
15471;1577609;ИНВЕСТ;64
15472;3969675;Лакталис Восток;2028
15473;234126;Аквамарин;2
15474;3248784;ГК ТюмБИТ;95
15475;1512091;ГБУ Мособлмедсервис;2061
15476;3248798;Энерго МИР;66
15477;791203;ТОР ТЗПО;212
15478;5935782;Моринтех;1
15479;1807027;Центр обслуживания 1С;1375
15480;1807029;Центр шин;1641
15481;2036407;Альянс Продукт;48
15482;660156;ТеоБит;1
15483;2953919;Омский филиал Московское ПрОП;68
15484;1282754;Строй Монтаж-Инжиниринг;88
15485;37573;Кредос;3
15486;6066887;Лимкорм Групп;17
15487;3969737;Аэропорт Геленджик;1444
15488;4395723;ДЭВИ;52
15489;1512141;ГК Шанс (ОхотАктив);52
15490;5870285;ГАУ РХ МФЦ Хакасии;103
15491;1446611;Геаком;2
15492;1807065;Образовательный Фонд Талант и успех;237
15493;3150553;Sermad Company;160
15494;4002524;Имбью Системз;1002
15495;1118942;Научно-производственное предприятие АВИАКОМ;66
15496;1610467;Холдинг Урал-ИНВЕСТ;72
15497;1118952;Infratech;159
15498;1741545;ГАУЗ ТО Городская поликлиника № 3;95
15499;955119;ОСД - Р.О.С.Т.;1
15500;3412720;Управдом;90
15501;3445490;Синема 46;56
15502;1905395;Ростелеком-Цифровые Регионы;1
15503;3511028;Центр лестниц;95
15504;1118976;Южуралзолото Группа Компаний;1404
15505;4788996;ДНК Бизнеса;1
15506;3904263;ОЦИТ;68
15507;37640;VIRBACauto;76
15508;2724615;БСТ Менеджмент-Консалтинг;1
15509;725775;Наши айтишники;160
15510;3674899;Тимошенков Игорь Юрьевич;130
15511;5837591;Самолов Груп;1
15512;168728;Центр недвижимости Наследие;113
15513;3281689;S4;1
15514;3740450;КГБУЗ ДСП №1 г. Барнаул;11
15515;2560807;ЭКЦ ГУ МВД России по Свердловской области;3
15516;725802;Фреш Поинт;2
15517;4231984;Мои Юридические Услуги-МФПЦ;99
15518;2429745;ПАСИОНАРИА;23
15519;201522;ТСК Автомобильный;11
15520;2790195;Darkstudio;12
15521;1053490;Первый Мясокомбинат;66
15522;4918;Сладкая Сказка;1
15523;3183420;Digital Reputation;1
15524;2855740;Дэнатол;2
15525;3937086;ГБУ ПК ММЦ;72
15526;5542726;HashEx US;85
15527;4100934;Доктор Крым;4
15528;4937;Новард , Группа компаний;1
15529;3707727;Интеллектуальные системы;99
15530;2659153;Сокол-АТС;17
15531;889685;АЛЕВКУРП;1002
15532;4985686;СГ-Маркет;89
15533;4592471;Экотар;29
15534;4949;Procter & Gamble;1
15535;627542;Административный Союз;102
15536;5935969;Закатов Михаил Леонидович;1
15537;2626404;Мегарендер;104
15538;4969;Регстаэр;1
15539;6001519;Коминтерновский районный суд г. Воронежа;26
15540;5608309;Фирсанов Артур Вячеславович;53
15541;3052406;РКТ УРАЛ;3
15542;955257;SPB TV;2
15543;2233214;БОДИСАЙТ;3
15544;4920192;BlackBricks;68
15545;2560899;Норд-Домос;41
15546;1119108;Научно-исследовательский институт полупроводникового машиностроения;26
15547;3642246;Муниципальное бюджетное учреждение спорта Волховский физкультурно-спортивный центр Волхов;145
15548;5903239;Военный комиссариат города Санкт-Петербург Выборгского района;2
15549;988040;Барнаульская Горэлектросеть;11
15550;3052427;Nadvan ABO Group (Надван АБО Груп);160
15551;1119117;Домашние сети;53
15552;2921360;Компания АСГАРД;89
15553;3380116;Гигабит;92
15554;5870488;Автомикс;90
15555;2495385;Пневмотехцентр;1002
15556;2364322;Бизнес-Софт;47
15557;3511203;Digital-агентство kvokka;56
15558;3904425;Акссофт Девелопмент;56
15559;2134955;Акционерное общество «Самарская сетевая компания»;78
15560;3543982;Дикси;22
15561;1217454;Белмедпрепараты;1002
15562;1086389;Центр защиты информации ГО БЖД;1002
15563;2134970;Ледас;4
15564;627647;ЛОТЕС ТМ;1
15565;1741760;ЛИПТ Софт;2
15566;5575617;Magnum E-commerce Kazakhstan;40
15567;889791;Ритейл;14
15568;3675075;Фонд развития детско-юношеского футбола Пас в будущее;1
15569;1905607;Завод металлических изделий;1335
15570;37832;Моспромстрой;113
15571;4461516;МАЛЕКС;47
15572;1053646;makk автомагазин сервис;11
15573;5805007;ЦТО Сиброн;35
15574;3609554;Body Pillow;76
15575;1741779;Индустрия делового программного обеспечения;69
15576;2397142;Типография Верже;1269
15577;594903;Ordamed;160
15578;5280730;Шатёр Вкуса;159
15579;1184735;Астраханьстат;15
15580;2692065;Хабаровская краевая типография;102
15581;70632;Молоко, АО (г. Калининград);41
15582;3249129;Башкирская концессионная компания;99
15583;2659311;Стелла-К;88
15584;1151992;KazInSys;40
15585;37881;Тритон-ЭлектроникС;3
15586;3871738;Компания Bellovera;4
15587;5510154;Тримфин;1
15588;3871755;Промышленная Автоматизация;1
15589;5134;Столица Нижний;66
15590;562530;Фармленд;99
15591;3675153;Дата Прайваси Офис;1002
15592;1381394;Диметра;2
15593;4592660;Империя кадров;66
15594;1086484;Контейнерный терминал Санкт-Петербург;2
15595;1053718;Альдента;54
15596;2659350;Петербург Сервис;2
15597;3773463;СТРОИТЕЛЬНАЯ КОМПАНИЯ СТАТУС;159
15598;1315866;Национальный исследовательский Томский государственный университет;90
15599;201754;РУССКАЯ МОЛОЧНАЯ КОМПАНИЯ;71
15600;2790428;Нефтяная компания «Конданефть»;147
15601;3576865;Дим-Тим;1005
15602;1578020;Ресторан Токио;22
15603;2593841;Школа Нового Поколения NGS;160
15604;4232241;Азимут;53
15605;4756539;Юридические стратегии;1002
15606;2921531;СпецПожМонтаж;4
15607;6165565;Саяно-Шушенский филиал ФГАОУ ВО Сибирский Федеральный Университет;1189
15608;3740736;wenglor RUS;78
15609;2495553;Аддамант;68
15610;37955;Bergauf;3
15611;1053765;ИД Самокат;1
15612;1610821;КЖБМК. Красноярский комбинат железобетонных и металлических конструкций;54
15613;1086537;Бизнес Интернейшнл Груп;1817
15614;5903439;Главное управление МЧС России по Тюменской области;95
15615;136272;АртФактор, студия веб-дизайна;2
15616;2528339;ЭЛСИ;67
15617;4166741;Высший колледж информатики НГУ;4
15618;3183704;Рудова Дарья Александровна;24
15619;1545304;Облачные Образовательные Технологии;1
15620;6100059;ПФ НБСТ;84
15621;3150939;ЧЕМПИОН;77
15622;5379171;Lalabook;2
15623;2266211;Веб-Космос;84
15624;5805159;ТС Меркурий;182
15625;2430058;ТД Сфера;2038
15626;1184874;Пользователь - ПК;14
15627;5903468;ОМВД России по Березовскому району;3719
15628;1053807;Архградо;87
15629;1971315;ФАУ «Единый институт пространственного планирования РФ»;1
15630;4494454;ГУЗ ГБ № 3 Г.Тулы;92
15631;3150966;iColor;2
15632;562296;ТПК МТЗ-ТАТАРСТАН;88
15633;6067321;Научно-Производственное Объединение Колокол;66
15634;1840251;ЭДГОУ;2
15635;562301;Баланс ИТС;112
15636;4560002;Напалков Кирилл Александрович;77
15637;4166788;Биллинговый центр;11
15638;3740805;Wings Partners;160
15639;3413125;Тарио;1130
15640;3314825;Хатра;102
15641;5575818;МИ ФНС России по Приволжскому федеральному округу;66
15642;4265105;Министерство государственного управления Сахалинской области;81
15643;660632;ВОО Русское географическое общество;1
15644;38040;Спектр - Автоматика Консалтинг;112
15645;5969055;TOO Sim Sim Marketing;160
15646;2233507;МКУ Хозяйственно-эксплуатационная служба системы образования;2053
15647;2593960;ФГБУ ИАЦ Судебного департамента;1
15648;1545387;Redline;90
15649;6132915;TELTONIKA (ТЕЛТОНИКА);40
15650;4461753;ПСМК;246
15651;1414336;BeRecruited;2
15652;4035781;ЛарджСпейс;2
15653;5838024;Аверина Наталья Анатольевна;4
15654;5346518;ГБПОУ Казанское Училище Олимпийского Резерва;88
15655;2364631;ИЦ Техника;99
15656;5334;Сан Фарма;113
15657;3806429;Апстрим сервис;1
15658;857314;Mealberry Group;2
15659;6165733;Мобил-груп;2
15660;2921702;ФГБОУ НИППКРКС АПК;67
15661;70888;ГК АВТОграф;2
15662;5575912;Груздова Наталья Петровна;23
15663;791787;Планета здоровья;72
15664;5248236;ГУП СО Газовые сети;3
15665;1709293;ПРОЕКТНЫЙ ОФИС;104
15666;5477615;Net Tech;9
15667;5870833;Рентактив;112
15668;2954482;ННФормат;2
15669;2135285;Барнаульский завод АТИ;11
15670;6067447;1C-Медицина-Регион;95
15671;1152249;Иркутская региональная компьютерная сеть;35
15672;824577;Белдорцентр, РУП;1002
15673;2692355;Большая Компания;1002
15674;38155;Pernod Ricard Rouss;1
15675;5707027;ЦЕХ;23
15676;2725152;Авиценна;76
15677;4265253;Автономная Некоммерческая организация Агентство Инвестиционного Развития Московской Области;2034
15678;1021223;АГ-ХОЛДИНГ;3
15679;726318;ЭМИС, ГК;104
15680;3118384;Нетландия;1
15681;5641524;Jet Sharing;160
15682;4986165;Целестра;76
15683;169269;Аллегро, Группа компаний;79
15684;1643828;Встек;1990
15685;2463032;Контур-с;1
15686;5429;EMEX;1
15687;890172;Европолимер;1530
15688;1119550;ПАНТЕС;2
15689;3413311;Роствипласт;76
15690;4232513;Цифровизатор;32
15691;2397515;Константа;15
15692;791887;Пивоваренная Компания «Канцлеръ»;26
15693;5510480;Фабула;77
15694;4691290;Геворгян Эдвард Тариелович;1
15695;6100314;NAJOT TA’LIM MARKAZI;2759
15696;3052904;МАОУ Гимназия №184;66
15697;5346665;Иванова Мария Анатольевна;1
15698;955756;ГУП КК Кубаньфармация;53
15699;6067565;Айдарова Жанар;1002
15700;3773810;Мегаклиника;1
15701;3118450;Astra Motors;2089
15702;2954614;Болгарская исламская академия;88
15703;3282295;компания Урал-АйТи;3
15704;1021306;ГеоТЭК, НПЦ;99
15705;1054076;ТомскМеталлоПласт;90
15706;6165899;Современная Оптимизация Бизнеса;53
15707;1807759;Алифорк;78
15708;4527504;Whole sale Co;2759
15709;2397589;АПК-Сервис;83
15710;628118;Колос,кондитерская фабрика;104
15711;1381783;АБАКУС;2
15712;202134;Weborama Russia;113
15713;3511702;ПТК ЭКРА-Урал;3
15714;1414554;ЮНИЛАБ;22
15715;2135457;Центр научно-технической информации государственного объединения Белорусская железная дорога;1002
15716;38312;«Научно-Исследовательская Лаборатория «Гамма Технологии»;160
15717;4101545;Эталон;56
15718;2823597;Акопян Гиоргий Сергеевич;55
15719;2889137;AK16;160
15720;5019059;Genue;1
15721;103862;RG-Soft,ООО;1
15722;1906102;Урал-Кров-Авто Плюс;193
15723;5608888;Носов Технологии;1
15724;1709507;DCMedia;70
15725;6165957;Давиденко Антон Михайлович;2115
15726;6034889;ИЗИЛАБ;88
15727;5215689;Restart-IT;1240
15728;4593100;МБОУ ДО ДШИ г.Северо-Курильска;1970
15729;3315149;Константинов Никита Андреевич;1
15730;1152471;НПФ Сибэкосервис;35
15731;202199;IPG;3
15732;1578465;Суши-Маркет.Сom;68
15733;103905;КОНТИНЕНТ;54
15734;5805551;Medical Life;29
15735;2758130;Технокасса;15
15736;4920821;ГУДС;66
15737;4953589;Корпорация Красный Октябрь;24
15738;103925;Азия-Софт;160
15739;2823673;МЕДО;2
15740;5379585;Власенков Александр Александрович;1
15741;1218054;ЧПО им. В.И. Чапаева;107
15742;5051912;Филиал ТОО СарыаркаАвтоПром в городе Алматы и Нур-Султан (allur);160
15743;562699;Торговая Группа Альянс;3
15744;5412367;Октан-сервис;11
15745;2070033;Азия-Лайн;159
15746;6067730;1221Системс;66
15747;3675668;Информационные технологии;41
15748;1250842;ФГБ ПОУ Ульяновский фармацевтический колледж Минздрава России;98
15749;5314077;СМ-Логистик;78
15750;890399;Втормет;47
15751;1447458;FURLA;1
15752;6166052;НВЦ Урала;3
15753;5051944;Чипурко А. А.;1002
15754;5969450;Prime Bright Holdings Corporation;1
15755;3085874;Управление Государственного комитета судебных экспертиз Республики Беларусь по Минской области;1002
15756;4691506;Мегаполис;1485
15757;595506;Академия VIP, медицинский центр;66
15758;1480247;Премиум;78
15759;2070073;Трубопромышленная компания;3
15760;2201149;Абба-Пласт;26
15761;169538;АДЕ Профешнл Солюшнз/ ADE Professional Solutions;113
15762;628298;Балтийская ярмарка;41
15763;562763;Инновационный Кадровый Центр;14
15764;3511884;РВБ-Маркетинг;32
15765;5709;КАНТАТА;113
15766;1381967;Информационные технологические системы (ООО ИТС);17
15767;5903956;Инвент Нью;41
15768;4953690;Управление жилищно-коммунального хозяйства и благоустройства администрации городского округа Мытищи;2041
15769;2266728;Инкомстрой;1374
15770;4200041;МИНСКИЙ ОБЛАСТНОЙ ЦЕНТР СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ;6006
15771;693866;Зоостандарт;1
15772;4462187;Технология;1
15773;661098;Здоровая Ферма, Группа Компаний;104
15774;4167280;Рианд;4
15775;6166129;Класс АйТи;1003
15776;857714;SMARTNET;160
15777;1840757;Авто-мс;2077
15778;5871227;IMIKO LIMITED;2
15779;5707389;Юнит;1
15780;3315329;Ground01 LLC;85
15781;1218181;ВНЕШФИНБАНК;53
15782;38534;Телфин, телекоммуникационная компания;2
15783;3085962;Умный город;90
15784;38539;Коммерческий центр, транспорт и лес;2
15785;5150351;Магомедгаджиев Ахмед Алигаджиевич;29
15786;3151504;УК СпецКоммунПроект;2061
15787;4101779;SkyHill;160
15788;104085;Многопрофильная клиника Скандинавия. Клиника репродукции Скандинавия АВА-ПЕТЕР;2
15789;3020439;Актуальное страхование;47
15790;2659991;Европейский серный терминал;2
15791;1775257;ТЕХИНФОКОМ;72
15792;3937948;Омский каучук;68
15793;1709725;КГБУЗ Ванинская ЦРБ;1975
15794;4822693;Администрация Главы Чувашской Республики;107
15795;4822703;Микрокредитная Компания Папа Финанс;1
15796;1087156;ГК ЛидерТекс;32
15797;5248692;ОКБ-ПЛАНЕТА;67
15798;3282617;Ильченко Игорь Александрович;1
15799;1119930;Тералайн Телеком;159
15800;2135741;Рекламный вестник;1657
15801;3413696;Севера Лаб;1
15802;5248706;ГПМ Верхне Менкече;6319
15803;4003523;IT-компания Навигатор;88
15804;6395588;Черников Валерий Васильевич;1826
15805;1021640;Снабцентр;32
15806;890573;ITS Group;1
15807;1021650;Байкитская нефтегазоразведочная экспедиция;54
15808;3905235;ТС-Строй;1
15809;1840853;АйТи-Фокс;4
15810;2823899;Милкавита;1003
15811;2201310;ФКУ Налог-Сервис ФНС России в Тюменской области;1345
15812;5445348;Институт искусственного интеллекта AIRI;1
15813;4167397;Торговый центр ЗНАК;11
15814;5445354;GRAF group;1
15815;3741419;АГД ДАЙМОНДС;14
15816;5314287;Global Food Corporation;40
15817;1349365;Смарт-Софт;2033
15818;5510902;BPM Technologies;159
15819;5805818;AIBY;1002
15820;1906426;ГБУЗ СО Сызранская ГБ №2;1594
15821;1709823;Компания McDonalds (Food Solutions KZ, ТОО);160
15822;136959;Экопринт;2
15823;2627332;Торгово-Экономическая Компания Восток;49
15824;628486;Bquadro;2
15825;988936;Восход;1
15826;988938;Сибнефтемаш;95
15827;2660106;МКК Ростфинанс;14
15828;988940;MetaQuotes Software Corp.;88
15829;1578765;Навикон;87
15830;3905297;Ле Ронд Девелопмент;237
15831;2234130;Пи-консалт бай;1002
15832;1480469;ЛИМАК;58
15833;2594583;Seven Life Store;159
15834;595741;Косвик, Иностранное предприятие;1002
15835;3348261;Парконика;2
15836;890667;Wheely;1
15837;628523;ФАРМАКОПЕЙКА;68
15838;104235;Электростарт;1
15839;2594608;ДЕМСО;1948
15840;2168630;Челябрезинатехника;104
15841;5707577;Усманов А.Б;185
15842;6068030;Rauf Suleymanov;2492
15843;4822847;Зоомаркет;1
15844;5379906;АС Монтаж;1
15845;5957;Магнит Фарма;1
15846;1972041;Universal Mobile Systems;2759
15847;6166356;Электросфера;1849
15848;2004821;Научно-производственное предприятие ПРИМА;66
15849;2692953;ЧОП Альфа-Легион;1
15850;2529114;Компания Капитан;23
15851;1578845;Лидер-Пак;2
15852;4069218;Инста Пермь;72
15853;5871458;PD System;53
15854;1841004;Радекс Технологии;41
15855;3905389;Восьмой Кассационный Суд Общей Юрисдикции;47
15856;6003;Коксохиммонтаж Трест;1
15857;4560763;FRANK;2
15858;5707644;Межрайонная Инспекция Федеральной Налоговой Службы № 7 по Омской Области;68
15859;2660221;ГК СПЕЦУЧЕТ;52
15860;137085;Русский Хлеб;2061
15861;5478271;Аль-Салават;88
15862;3708806;Международная Строительная Компания;1
15863;1480593;ГУДСР;3
15864;4069265;Природа;70
15865;1677204;Бизнес форум;103
15866;2594709;Европейские информационные технологии;130
15867;5871516;Ероклинцев Владимир Владимирович;1
15868;71581;Связьстройдеталь;1
15869;169889;ОНЛАЙН;3
15870;5805986;Смарттех;26
15871;4986787;Minibricks;2
15872;923559;Атлантис;41
15873;2463659;Ай-Пласт;1642
15874;4364206;СП PULSAR GROUP BREWERY;2778
15875;3577775;EUROSNAB;2759
15876;1611696;WILIX;53
15877;1611701;ОБО Беттерманн Производство;58
15878;3020731;Мирей Роботикс;78
15879;4069315;ФГБУ ПОО Сибирское ГУОР;68
15880;104387;Arta Software;159
15881;4200388;Малитта;4
15882;3512264;Калининградский НТЦ ФГУП НПП Гамма;41
15883;2856912;РОСТ ДЕВЕЛОПМЕНТ;2
15884;4364245;КА Пойдем!;4
15885;3905494;КУРС;1814
15886;4036573;Разрез Степной;1191
15887;4265957;АП Софт;3
15888;1185769;Сионик;1
15889;3217387;Курбанова Залина Абдулкеримовна;29
15890;1054705;Информационные Технологии Бизнеса;32
15891;1710067;Химки-СМИ;2077
15892;6723574;BrandMart QSC;2492
15893;104439;Завод ПСМ;112
15894;4036600;Kogi advertising agency;160
15895;3971063;ОсОО Uteam;2760
15896;4331517;Государственное учреждение - Ростовское региональное отделение Фонда социального страхования Российской Федерации;76
15897;825341;Алгол;66
15898;2824198;Феникс;2
15899;4102156;PurplePlane;23
15900;989199;Транснефть - Восток;1130
15901;858127;ИТ Синтез;4
15902;2463762;СЭМ-Плюс;24
15903;3414047;Региональный центр правовой информации Минской области;1002
15904;5969955;Cybernet (Кибернет);160
15905;1710118;Sweets Almaty;160
15906;4134956;Юрист Для Людей;1291
15907;2791472;Юнимед Лабораториз;1
15908;2791484;Фонд капитального ремонта МКД Тверской обл.;89
15909;3151937;Международный аэропорт Владикавказ;82
15910;4331592;АУРУС;1
15911;202825;Медицинский центр Персона;66
15912;3053642;Партс Трейдинг;160
15913;1153103;РОС-электро;3
15914;4495459;ENERGON;1
15915;5970020;Ветер, Энергия, Технология, Эра Возобновляемой;4
15916;4888679;Здравпит;2033
15917;5314665;ЦИТ Регион;1
15918;5511284;Вычислительные Системы;2
15919;5216385;Крайнов Артем Владимирович;2061
15920;4069506;Управление информационных ресурсов и систем г. Архангельска;14
15921;1480834;Управляющая компания Первая;1
15922;2791556;Работа плюс;96
15923;5871751;Airba Marketplace;160
15924;3807373;РК Шарики;90
15925;2300046;Индустрия связи;181
15926;3217560;ZORG;2086
15927;3774618;СПб ГБУЗ Больница им. П.П. Кащенко;2
15928;1022107;КонтролВэб;84
15929;1054885;Донской государственный технический университет;1530
15930;4888751;Рекруто;2
15931;825525;Микос;104
15932;694455;Логика Роста;2
15933;858306;НАО Университет Нархоз;160
15934;3643587;ГБУ РБ СОМГЗ;99
15935;6339;Kellogg's Rus;1
15936;6341;Стройтрансгаз, ГК;113
15937;2201798;ГК CiT;2058
15938;1972421;Банк Бай-Тушум;2760
15939;1087689;Государственная Новосибирская областная клиническая больница;4
15940;5806282;People make People;2
15941;4856020;Alfa Software;88
15942;8886484;Кириченко Максим Вячеславович;26
15943;71895;1001 Тур;1
15944;825562;Ист Клиник;1
15945;5544155;МайКедр;26
15946;1513695;FORTE Group;1002
15947;3676383;ТАНН НЕВСКИЙ;75
15948;4298979;КРУ-Взрывпром;47
15949;3086566;ТК Арион;1011
15950;2070759;Финансовый холдинг «Сфера»;107
15951;1677552;IT Engineering SA (ИТ Инжиниринг СА);159
15952;4331764;Диджитал Девелопмент;68
15953;2169079;Ивановский кабельный завод;32
15954;1087749;ГК Фабрикант;1704
15955;71944;Свод Интернешнл (ГТЦ ПАО Газпром, ГК Альпика, ГК Гранд Отель Поляна, ГК Поляна 1389 Отель и СПА, ОКЦ Галактика, ЛБК Лаура);237
15956;792846;aheadWorks;1002
15957;5806355;Шагиров О.А.;160
15958;1153299;ИЗМЕТАЛЛА;23
15959;727322;Welcome Media;2
15960;1579295;Холдинговая компания Элинар;1
15961;2988326;МБУ Молодежный Центр Пионер;4
15962;4462888;Модус;104
